Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
3/30/2023,26,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,11,26
3/31/2023,19,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,19
4/1/2023,13,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,2,13
4/2/2023,19,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,5,19
4/3/2023,44,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,44
4/4/2023,31,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,31
4/5/2023,14,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,4,14
4/6/2023,17,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,17
4/7/2023,22,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,4,22
4/8/2023,28,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,7,28
4/9/2023,25,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,25
4/10/2023,15,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,3,15
4/11/2023,18,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,18
4/12/2023,12,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,3,12
4/13/2023,13,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,13
4/14/2023,23,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,9,23
4/15/2023,25,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,25
4/16/2023,19,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,19
4/17/2023,20,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,20
4/18/2023,15,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,4,15
4/19/2023,15,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,15
4/20/2023,17,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,4,17
4/21/2023,13,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,3,13
4/22/2023,17,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,4,17
4/23/2023,17,PM2.5,"
",41-039-0100,AQS,.,6,17
4/24/2023,14,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,5,14
4/25/2023,24,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,11,24
4/26/2023,49,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,25,49
4/27/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AirNow,37,11,22
4/28/2023,43,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AirNow,43,12,27
4/29/2023,42,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AirNow,42,9,21
4/30/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AirNow,36,6,18
5/1/2023,35,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,35,4,13
5/2/2023,25,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,25,8,18
5/3/2023,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,7,20
5/4/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,6,16
5/5/2023,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,6,16
5/6/2023,35,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,35,6,22
5/7/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,4,19
5/8/2023,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,4,16
5/9/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,10,21
5/10/2023,38,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,38,12,29
5/11/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,9,22
5/12/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,17,33
5/13/2023,54,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,54,27,45
5/14/2023,46,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,46,19,29
5/15/2023,43,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,43,18,26
5/16/2023,45,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,45,15,27
5/17/2023,49,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,49,16,30
5/18/2023,36,Ozone,Eugene - Saginaw,41-039-1007,AQS,36,11,24
5/19/2023,42,PM2.5,Oakridge - (OAK),41-039-2013,AQS,38,15,42
5/20/2023,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,8,25
5/21/2023,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,6,13
5/22/2023,41,Ozone,Eugene - Saginaw,41-039-1007,AQS,41,17,25
5/23/2023,45,Ozone,Eugene - Saginaw,41-039-1007,AQS,45,18,27
5/24/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,23,37
5/25/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,25,38
5/26/2023,51,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,44,21,51
5/27/2023,53,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,27,19,53
5/28/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,18,32
5/29/2023,39,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,39,16,29
5/30/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,17,25
5/31/2023,38,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,38,15,23
6/1/2023,41,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,41,13,19
6/2/2023,42,Ozone,Eugene - Saginaw,41-039-1007,AQS,42,16,23
6/3/2023,42,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,42,11,21
6/4/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,25,18
6/5/2023,54,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,54,26,29
6/6/2023,84,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,84,21,41
6/7/2023,36,PM2.5,Oakridge - (OAK),41-039-2013,AQS,31,21,36
6/8/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,12,23
6/9/2023,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,7,20
6/10/2023,47,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,47,19,23
6/11/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,11,25
6/12/2023,40,Ozone,Eugene - Saginaw,41-039-1007,AQS,40,30,29
6/13/2023,35,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,35,12,27
6/14/2023,34,Ozone,Eugene - Saginaw,41-039-1007,AQS,34,20,33
6/15/2023,39,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,39,21,30
6/16/2023,37,Ozone,Eugene - Saginaw,41-039-1007,AQS,37,17,23
6/17/2023,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,5,13
6/18/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,3,12
6/19/2023,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,3,10
6/20/2023,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,4,14
6/21/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,5,23
6/22/2023,43,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,43,14,29
6/23/2023,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,6,24
6/24/2023,41,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,41,6,29
6/25/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,7,23
6/26/2023,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,8,22
6/27/2023,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,8,20
6/28/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,10,20
6/29/2023,42,Ozone,Eugene - Saginaw,41-039-1007,AQS,42,10,25
6/30/2023,43,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,43,10,25
7/1/2023,47,Ozone,Eugene - Saginaw,41-039-1007,AQS,47,12,26
7/2/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,10,25
7/3/2023,49,Ozone,Eugene - Saginaw,41-039-1007,AQS,49,9,31
7/4/2023,96,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,61,19,96
7/5/2023,71,Ozone,Eugene - Saginaw,41-039-1007,AQS,71,19,64
7/6/2023,48,PM2.5,Oakridge - (OAK),41-039-2013,AQS,32,17,48
7/7/2023,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,8,25
7/8/2023,27,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,27,5,18
7/9/2023,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,6,16
7/10/2023,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,5,15
7/11/2023,35,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,35,7,21
7/12/2023,26,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,26,8,21
7/13/2023,33,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,33,8,20
7/14/2023,50,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,50,10,28
7/15/2023,51,Ozone,Eugene - Saginaw,41-039-1007,AQS,51,11,30
7/16/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,7,25
7/17/2023,32,Ozone,Eugene - Saginaw,41-039-1007,AQS,32,10,16
7/18/2023,47,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,47,11,24
7/19/2023,42,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,42,14,39
7/20/2023,45,PM2.5,"
",41-039-0070,AQS,24,13,45
7/21/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,12,31
7/22/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,13,22
7/23/2023,48,PM2.5,Oakridge - (OAK),41-039-2013,AQS,29,14,48
7/24/2023,23,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,23,6,15
7/25/2023,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,8,18
7/26/2023,67,PM2.5,Oakridge - (OAK),41-039-2013,AQS,35,25,67
7/27/2023,49,PM2.5,Oakridge - (OAK),41-039-2013,AQS,39,47,49
7/28/2023,83,PM2.5,Oakridge - (OAK),41-039-2013,AQS,36,39,83
7/29/2023,63,PM2.5,"
",41-039-0070,AQS,31,12,63
7/30/2023,82,PM2.5,Oakridge - (OAK),41-039-2013,AQS,35,31,82
7/31/2023,76,PM2.5,Oakridge - (OAK),41-039-2013,AQS,42,31,76
8/1/2023,85,PM2.5,Oakridge - (OAK),41-039-2013,AQS,47,39,85
8/2/2023,58,PM2.5,Oakridge - (OAK),41-039-2013,AQS,46,26,58
8/3/2023,62,PM2.5,Oakridge - (OAK),41-039-2013,AQS,41,28,62
8/4/2023,68,PM2.5,Oakridge - (OAK),41-039-2013,AQS,44,30,68
8/5/2023,64,PM2.5,Oakridge - (OAK),41-039-2013,AQS,43,23,64
8/6/2023,37,PM2.5,Oakridge - (OAK),41-039-2013,AQS,29,10,37
8/7/2023,59,PM2.5,Oakridge - (OAK),41-039-2013,AQS,28,21,59
8/8/2023,62,PM2.5,Oakridge - (OAK),41-039-2013,AQS,49,28,62
8/9/2023,37,PM2.5,Oakridge - (OAK),41-039-2013,AQS,30,18,37
8/10/2023,71,PM2.5,"
",41-039-0070,AQS,39,24,71
8/11/2023,85,PM2.5,Oakridge - (OAK),41-039-2013,AQS,39,39,85
8/12/2023,87,PM2.5,Oakridge - (OAK),41-039-2013,AQS,36,37,87
8/13/2023,63,PM2.5,Oakridge - (OAK),41-039-2013,AQS,49,25,63
8/14/2023,159,PM2.5,Oakridge - (OAK),41-039-2013,AQS,58,65,159
8/15/2023,192,PM2.5,Oakridge - (OAK),41-039-2013,AQS,61,94,192
8/16/2023,186,PM2.5,"
",41-039-0070,AQS,61,82,186
8/17/2023,165,PM2.5,Oakridge - (OAK),41-039-2013,AQS,33,68,165
8/18/2023,98,PM2.5,Oakridge - (OAK),41-039-2013,AQS,44,44,98
8/19/2023,157,PM2.5,Oakridge - (OAK),41-039-2013,AQS,40,64,157
8/20/2023,169,PM2.5,Oakridge - (OAK),41-039-2013,AQS,77,74,169
8/21/2023,133,PM2.5,Oakridge - (OAK),41-039-2013,AQS,41,54,133
8/22/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,9,27
8/23/2023,81,PM2.5,Oakridge - (OAK),41-039-2013,AQS,42,33,81
8/24/2023,128,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,67,51,128
8/25/2023,158,PM2.5,Springfield - City Hall,41-039-1009,AQS,46,46,158
8/26/2023,127,PM2.5,Oakridge - (OAK),41-039-2013,AQS,41,50,127
8/27/2023,134,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,31,47,134
8/28/2023,94,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,28,21,94
8/29/2023,49,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,28,8,49
8/30/2023,41,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,41,11,38
8/31/2023,66,PM2.5,Springfield - City Hall,41-039-1009,AQS,18,16,66
9/1/2023,56,PM2.5,Oakridge - (OAK),41-039-2013,AQS,26,13,56
9/2/2023,58,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,35,10,58
9/3/2023,31,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,27,7,31
9/4/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,6,20
9/5/2023,38,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,38,7,22
9/6/2023,41,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,41,11,30
9/7/2023,32,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,32,8,19
9/8/2023,37,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,37,11,25
9/9/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,15,38
9/10/2023,36,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,36,12,31
9/11/2023,28,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,28,8,23
9/12/2023,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,7,18
9/13/2023,34,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,34,12,21
9/14/2023,44,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,44,13,42
9/15/2023,64,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,64,33,56
9/16/2023,58,PM2.5,Oakridge - (OAK),41-039-2013,AQS,36,21,58
9/17/2023,41,PM2.5,Oakridge - (OAK),41-039-2013,AQS,37,13,41
9/18/2023,31,Ozone,Eugene - Saginaw,41-039-1007,AQS,31,10,30
9/19/2023,33,Ozone,Eugene - Saginaw,41-039-1007,AQS,33,11,21
9/20/2023,31,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,31,7,25
9/21/2023,43,PM2.5,Springfield - City Hall,41-039-1009,AQS,33,20,43
9/22/2023,56,PM2.5,Springfield - City Hall,41-039-1009,AQS,37,9,56
9/23/2023,64,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,31,14,64
9/24/2023,105,PM2.5,Springfield - City Hall,41-039-1009,AQS,17,19,105
9/25/2023,56,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,30,6,56
9/26/2023,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,3,23
9/27/2023,30,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,30,7,19
9/28/2023,29,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AQS,29,6,18
9/29/2023,20,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,15,4,20
9/30/2023,44,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,28,7,44
10/1/2023,41,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,28,9,41
10/2/2023,32,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,18,8,32
10/3/2023,22,Ozone,Eugene - AMAZON PARK (EAP),41-039-0060,AirNow,22,4,17
10/4/2023,28,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,24,9,28
10/5/2023,52,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,9,52
10/6/2023,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,54
10/7/2023,44,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,44
10/8/2023,33,PM2.5,Springfield - City Hall,41-039-1009,AQS,.,10,33
10/9/2023,32,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,11,32
10/10/2023,19,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,19
10/11/2023,14,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,.,4,14
10/12/2023,27,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,27
10/13/2023,40,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,7,40
10/14/2023,44,PM2.5,Springfield - City Hall,41-039-1009,AQS,.,8,44
10/15/2023,59,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,59
10/16/2023,31,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,.,11,31
10/17/2023,44,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,9,44
10/18/2023,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,54
10/19/2023,70,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,70
10/20/2023,73,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,73
10/21/2023,45,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,45
10/22/2023,50,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,8,50
10/23/2023,39,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,11,39
10/24/2023,53,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,17,53
10/25/2023,22,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,22
10/26/2023,38,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,38
10/27/2023,61,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,61
10/28/2023,63,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,63
10/29/2023,71,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,19,71
10/30/2023,82,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,82
10/31/2023,100,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,19,100
11/1/2023,75,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,24,75
11/2/2023,47,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,47
11/3/2023,63,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,7,63
11/4/2023,27,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,27
11/5/2023,25,PM2.5,Springfield - City Hall,41-039-1009,AQS,.,5,25
11/6/2023,17,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,5,17
11/7/2023,42,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,42
11/8/2023,67,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,16,67
11/9/2023,64,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,7,64
11/10/2023,88,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,15,88
11/11/2023,55,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,11,55
11/12/2023,43,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,12,43
11/13/2023,27,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,9,27
11/14/2023,52,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,10,52
11/15/2023,78,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,78
11/16/2023,62,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,14,62
11/17/2023,56,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,56
11/18/2023,63,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,63
11/19/2023,32,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,7,32
11/20/2023,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,10,54
11/21/2023,59,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,19,59
11/22/2023,35,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,.,11,35
11/23/2023,33,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,6,33
11/24/2023,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,12,54
11/25/2023,85,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,14,85
11/26/2023,103,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,36,103
11/27/2023,104,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,16,104
11/28/2023,94,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,18,94
11/29/2023,111,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,24,111
11/30/2023,76,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,20,76
12/1/2023,41,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,41
12/2/2023,38,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,38
12/3/2023,41,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,11,41
12/4/2023,41,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,41
12/5/2023,58,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,14,58
12/6/2023,40,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,40
12/7/2023,20,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,20
12/8/2023,31,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,6,31
12/9/2023,33,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,10,33
12/10/2023,40,PM2.5,Cottage Grove - City Shops (CGC),41-039-9004,AQS,.,8,40
12/11/2023,30,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,6,30
12/12/2023,39,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,7,39
12/13/2023,54,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,14,54
12/14/2023,62,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,.,19,62
12/15/2023,62,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,17,62
12/16/2023,60,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,18,60
12/17/2023,72,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,21,72
12/18/2023,92,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,26,92
12/19/2023,71,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,.,71
12/20/2023,51,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,7,51
12/21/2023,28,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,9,28
12/22/2023,38,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,8,38
12/23/2023,31,PM2.5,Eugene  Wilkes Drive,41-039-0101,AQS,.,6,31
12/24/2023,54,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,13,54
12/25/2023,57,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,16,57
12/26/2023,57,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,15,57
12/27/2023,63,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,18,63
12/28/2023,75,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,24,75
12/29/2023,59,PM2.5,Oakridge - (OAK),41-039-2013,AQS,.,.,59
12/30/2023,33,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,.,33
12/31/2023,34,PM2.5,Eugene - Hwy 99 (E99),41-039-0059,AQS,.,.,34
